transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T02385,U101,2022-06-15,Expense,Entertainment,4776.0,Other,Pune,
T02386,U001,2022-07-15,Expense,Health,6400.0,Card,Delhi,
T02387,U147,2022-10-15,Expense,Savings,4615.0,UPI,Kolkata,
T02388,U092,2022-10-15,Expense,Travel,3541.0,Bank Transfer,Pune,
T02389,U026,2022-11-15,Income,Investment,73222.0,Card,Mumbai,
T02390,U108,2022-11-15,Expense,Utilities,2442.0,UPI,Delhi,
T02391,U031,2022-12-15,Income,Others,70404.0,UPI,Pune,
T02392,U133,2023-01-15,Expense,Travel,1844.0,UPI,Mumbai,
T02393,U147,2023-01-15,Expense,Rent,26643.0,Card,Lucknow,
T02394,U108,2023-02-15,Expense,Health,6681.0,Bank Transfer,Kolkata,
T02395,U035,2023-02-15,Expense,Travel,2932.0,UPI,Delhi,
T02396,U090,2023-02-15,Expense,Rent,29126.0,Cash,Ahmedabad,
T02397,U132,2023-02-15,Expense,Education,2443.0,Other,Bangalore,
T02398,U125,2023-03-15,Expense,Health,1606.0,UPI,Lucknow,
T02399,U032,2023-04-15,Expense,Travel,2319.0,Other,Jaipur,
T02400,U044,2023-04-15,Expense,Utilities,7166.0,Other,Lucknow,
T02401,U108,2023-05-15,Expense,Entrtnmnt,1053.0,Card,Mumbai,
T02402,U035,2023-05-15,Expense,Travel,2645.0,Other,Bangalore,
T02403,U126,2023-05-15,Expense,Utilities,9727.0,UPI,Lucknow,
T02404,U060,2023-05-15,Expense,Food,4978.0,Card,Hyderabad,
T02405,U122,2023-06-15,Expense,Other,1125.0,UPI,Kolkata,
T02406,U066,2023-06-15,Expense,Food,1432.0,Other,Hyderabad,
T02407,U053,2023-07-15,Expense,Education,8204.0,Card,Unknown,
T02408,U029,2023-08-15,Expense,Entertainment,6393.0,Card,Hyderabad,
T02409,U074,2023-08-15,Expense,Utilities,4621.0,Bank Transfer,Delhi,
T02410,U063,2023-09-15,Expense,Utilities,5476.0,Card,Hyderabad,
T02411,U042,2023-10-15,Expense,Others,5476.0,Bank Transfer,Ahmedabad,
T02412,U120,2023-10-15,Expense,Utilities,946.0,Card,Kolkata,
T02413,U020,2023-10-15,Expense,Rent,1920.0,Bank Transfer,Mumbai,
T02414,U146,2023-11-15,Expense,Food,2685.0,Other,Unknown,
T02415,U030,2023-11-15,Income,Others,12944.0,Other,Jaipur,
T02416,U099,2023-12-15,Expense,Rent,4252.0,Bank Transfer,Ahmedabad,
T02417,U005,2024-01-15,Expense,Entertainment,7081.0,Card,Mumbai,
T02418,U039,2024-01-15,Expense,Food,757.0,Cash,Delhi,
T02419,U091,2024-01-15,Expense,Savings,430.0,Cash,Delhi,
T02420,U135,2024-01-15,Expense,Utilities,7174.0,UPI,Bangalore,
T02421,U027,2024-01-15,Expense,Education,6798.0,Cash,Chennai,
T02422,U013,2024-03-15,Expense,Food,2603.0,UPI,Ahmedabad,
T02423,U070,2024-03-15,Expense,Other,8664.0,UPI,Chennai,
T02424,U098,2024-04-15,Expense,Utilities,5476.0,Cash,Jaipur,
T02425,U058,2024-04-15,Expense,Food,557.0,Card,Jaipur,
T02426,U038,2024-05-15,Expense,Health,4350.0,Bank Transfer,Mumbai,
T02427,U114,2024-06-15,Expense,Food,5177.0,Card,Chennai,
T02428,U108,2024-06-15,Expense,Education,9732.0,UPI,Chennai,
T02429,U140,2024-07-15,Expense,Travel,6515.0,Bank Transfer,Bangalore,
T02430,U133,2024-09-15,Expense,Health,2452.0,Cash,Mumbai,
T02431,U001,2024-10-15,Expense,Entrtnmnt,6435.0,Bank Transfer,Hyderabad,
T02432,U038,2024-10-15,Expense,Entertainment,9627.0,Cash,Delhi,
T02433,U083,2024-11-15,Expense,Food,2014.0,Card,Kolkata,
T02434,U121,2024-11-15,Expense,Other,3538.0,Cash,Mumbai,
T02435,U089,2024-11-15,Expense,Rent,3355.0,Card,Hyderabad,
T02436,U110,2024-11-15,Income,Others,33770.0,Cash,Mumbai,
T02437,U012,2024-12-15,Expense,Foodd,4723.0,Bank Transfer,Ahmedabad,
T02438,U036,2024-12-15,Expense,Rent,5106.0,Cash,Hyderabad,
T02439,U015,2024-12-15,Income,Bonus,13551.0,UPI,Mumbai,
T02440,U056,2024-12-15,Expense,Travel,3070.0,Bank Transfer,Pune,
T02441,U148,2024-12-15,Income,Freelance,20421.0,Cash,Bangalore,
T02442,U115,2021-01-15,Expense,Savings,1036.0,Bank Transfer,Lucknow,
T02443,U078,2021-03-15,Expense,Other,1609.0,Cash,Unknown,
T02444,U042,2021-03-15,Expense,Utilities,8430.0,Card,Delhi,
T02445,U100,2021-03-15,Expense,Utilities,9423.0,Card,Mumbai,
T02446,U048,2021-05-15,Expense,Food,3429.0,Cash,Jaipur,
T02447,U110,2021-05-15,Expense,Food,3970.0,Cash,Pune,
T02448,U132,2021-05-15,Expense,Health,9628.0,Other,Mumbai,
T02449,U060,2021-05-15,Income,Investment,10926.0,UPI,Lucknow,
T02450,U096,2021-06-15,Expense,Utilities,4655.0,UPI,Hyderabad,
T02451,U058,2021-06-15,Income,Freelance,32381.0,Bank Transfer,Chennai,
T02452,U002,2021-07-15,Expense,Rent,20104.0,Card,Kolkata,
T02453,U059,2021-07-15,Expense,Rent,11641.0,Card,Delhi,
T02454,U127,2021-08-15,Income,Salary,24125.0,Bank Transfer,Lucknow,
T02455,U047,2021-08-15,Expense,Others,6041.0,UPI,Delhi,
T02456,U029,2021-08-15,Income,Freelance,31639.0,Other,Chennai,
T02457,U141,2021-09-15,Expense,Utilities,1494.0,Card,Ahmedabad,
T02458,U061,2021-10-15,Expense,Food,1999.0,Cash,Delhi,
T02459,U105,2021-11-15,Expense,Foodd,696.0,Bank Transfer,Hyderabad,
T02460,U055,2021-11-15,Expense,Foodd,3133.0,Cash,Kolkata,
T02461,U075,2021-11-15,Expense,Entertainment,6893.0,Bank Transfer,Mumbai,
T02462,U104,2021-12-15,Expense,Education,8854.0,Bank Transfer,Kolkata,
T02463,U007,2021-12-15,Expense,Utilities,3097.0,Bank Transfer,Delhi,
T02464,U093,2021-12-15,Income,Others,44645.0,UPI,Hyderabad,
T02465,U047,2021-12-15,Expense,Other,6240.0,UPI,Mumbai,
T02466,U089,2022-01-15,Expense,Education,1958.0,Card,Pune,
T02467,U101,2022-01-15,Expense,Entertainment,4605.0,Cash,Kolkata,
T02468,U079,2022-02-15,Expense,Food,3557.0,Other,Hyderabad,
T02469,U074,2022-02-15,Expense,Rent,2994.0,Other,Ahmedabad,
T02470,U046,2022-02-15,Income,Investment,32948.0,Other,Ahmedabad,
T02471,U116,2022-02-15,Expense,Foodd,3821.0,Cash,Ahmedabad,
T02472,U071,2022-04-15,Expense,Rent,4444.0,UPI,Unknown,
T02473,U060,2022-04-15,Expense,Education,8225.0,Bank Transfer,Bangalore,
T02474,U050,2022-04-15,Expense,Utilities,8370.0,UPI,Chennai,
T02475,U105,2022-04-15,Expense,Education,4368.0,Bank Transfer,Hyderabad,
T02476,U050,2022-04-15,Expense,Education,3852.0,Card,Unknown,
T02477,U129,2022-06-15,Income,Investment,25865.0,Card,Lucknow,
T02478,U134,2022-06-15,Income,Investment,34091.0,UPI,Lucknow,
T02479,U042,2022-07-15,Expense,Entertainment,3609.0,Bank Transfer,Pune,
T02480,U072,2022-08-15,Expense,Foodd,4044.0,Bank Transfer,Jaipur,
T02481,U113,2022-09-15,Expense,Travel,1920.0,UPI,Pune,
T02482,U003,2022-09-15,Expense,Utilities,2887.0,Card,Chennai,
T02483,U141,2022-09-15,Expense,Rent,40400.0,Other,Bangalore,
T02484,U023,2022-11-15,Expense,Health,7499.0,Cash,Lucknow,
T02485,U090,2022-11-15,Expense,Education,3558.0,Other,Lucknow,
T02486,U047,2022-11-15,Expense,Utilities,3855.0,Bank Transfer,Delhi,
T02487,U128,2022-12-15,Expense,Food,9075.0,UPI,Bangalore,
T02488,U026,2022-12-15,Income,Others,70992.0,Card,Kolkata,
T02489,U081,2022-12-15,Expense,Utilities,6083.0,UPI,Kolkata,
T02490,U062,2023-01-15,Expense,Foodd,3390.0,Cash,Chennai,
T02491,U014,2023-03-15,Expense,Traval,9605.0,Cash,Delhi,
T02492,U010,2023-03-15,Expense,Food,2949.0,UPI,Ahmedabad,
T02493,U140,2023-04-15,Expense,Entertainment,8704.0,Bank Transfer,Pune,
T02494,U062,2023-04-15,Expense,Rent,4572.0,UPI,Pune,
T02495,U001,2023-04-15,Expense,Utilities,6376.0,UPI,Pune,
T02496,U106,2023-04-15,Income,Salary,45040.0,Cash,Lucknow,
T02497,U012,2023-05-15,Expense,Health,3658.0,Other,Bangalore,
T02498,U062,2023-05-15,Expense,Education,7093.0,Bank Transfer,Hyderabad,
T02499,U076,2023-06-15,Expense,Foodd,93.0,Other,Hyderabad,
T02500,U070,2023-09-15,Expense,Food,4516.0,Cash,Hyderabad,
T02501,U147,2023-09-15,Income,Others,22567.0,Card,Unknown,
T02502,U066,2023-10-15,Expense,Travel,8970.0,Cash,Mumbai,
T02503,U083,2023-10-15,Expense,Food,6111.0,Card,Pune,
T02504,U068,2023-10-15,Expense,Savings,782.0,Other,Ahmedabad,
T02505,U083,2023-11-15,Expense,Food,3773.0,Card,Lucknow,
T02506,U042,2023-11-15,Expense,Health,6822.0,Card,Lucknow,
T02507,U010,2023-12-15,Expense,Entertainment,8195.0,Cash,Hyderabad,
T02508,U066,2023-12-15,Expense,Entertainment,1311.0,Card,Ahmedabad,
T02509,U110,2024-02-15,Expense,Others,5612.0,UPI,Mumbai,
T02510,U014,2024-02-15,Expense,Entertainment,2398.0,Bank Transfer,Lucknow,
T02511,U119,2024-04-15,Expense,Food,6632.0,Card,Mumbai,
T02512,U017,2024-04-15,Expense,Rent,8792.0,Cash,Hyderabad,
T02513,U083,2024-06-15,Income,Bonus,25474.0,Card,Jaipur,
T02514,U121,2024-06-15,Income,Investment,76046.0,Cash,Jaipur,
T02515,U129,2024-06-15,Expense,Rent,6471.0,Cash,Pune,
T02516,U040,2024-07-15,Expense,Rent,23284.0,Card,Lucknow,
T02517,U027,2024-08-15,Expense,Food,1850.0,Card,Unknown,
T02518,U067,2024-08-15,Expense,Rent,41974.0,Card,Jaipur,
T02519,U086,2024-09-15,Expense,Travel,3064.0,UPI,Bangalore,
T02520,U043,2024-10-15,Expense,Food,2371.0,UPI,Unknown,
T02521,U120,2024-10-15,Income,Investment,69768.0,Card,Chennai,
T02522,U030,2024-11-15,Expense,Food,6207.0,Card,Jaipur,
T02523,U019,2024-11-15,Income,Investment,22362.0,Card,Delhi,
T02524,U040,2024-12-15,Expense,Rent,9244.0,Other,Mumbai,
T02525,U086,2021-02-15,Expense,Foodd,886.0,Bank Transfer,Hyderabad,
T02526,U062,2021-03-15,Expense,Rent,2334.0,Cash,Hyderabad,
T02527,U122,2021-04-15,Expense,Utilities,821.0,Other,Hyderabad,
T02528,U028,2021-05-15,Expense,Foodd,173.0,Cash,Mumbai,
T02529,U057,2021-05-15,Expense,Foodd,3502.0,Other,Mumbai,
T02530,U039,2021-05-15,Expense,Food,6723.0,Other,Jaipur,
T02531,U121,2021-05-15,Expense,Entertainment,141.0,Card,Pune,
T02532,U122,2021-05-15,Expense,Traval,3074.0,Card,Pune,
T02533,U050,2021-06-15,Expense,Education,6848.0,Card,Mumbai,
T02534,U092,2021-07-15,Expense,Utilities,8361.0,Cash,Jaipur,
T02535,U087,2021-07-15,Expense,Savings,5515.0,Card,Hyderabad,
T02536,U012,2021-08-15,Expense,Utilities,2187.0,Cash,Unknown,
T02537,U006,2021-08-15,Expense,Rent,5352.0,Card,Hyderabad,
T02538,U059,2021-08-15,Expense,Food,4579.0,Other,Chennai,
T02539,U033,2021-09-15,Expense,Entertainment,7231.0,UPI,Lucknow,
T02540,U068,2021-10-15,Income,Investment,10309.0,Cash,Lucknow,
T02541,U082,2021-11-15,Expense,Entrtnmnt,6159.0,UPI,Delhi,
T02542,U096,2021-12-15,Expense,Food,403.0,Bank Transfer,Ahmedabad,
T02543,U024,2021-12-15,Expense,Utilities,7017.0,Other,Jaipur,
T02544,U104,2022-01-15,Expense,Rent,18898.0,Cash,Hyderabad,
T02545,U059,2022-01-15,Expense,Rent,2376.0,UPI,Mumbai,
T02546,U052,2022-01-15,Expense,Travel,5756.0,Other,Hyderabad,
T02547,U034,2022-02-15,Expense,Travel,9434.0,UPI,Delhi,
T02548,U133,2022-02-15,Expense,Utilities,7558.0,Card,Hyderabad,
T02549,U036,2022-03-15,Expense,Rent,5719.0,Cash,Unknown,
T02550,U052,2022-04-15,Expense,Education,2772.0,Card,Chennai,
T02551,U019,2022-06-15,Expense,Food,4500.0,Card,Delhi,
T02552,U132,2022-06-15,Expense,Utilities,4413.0,UPI,Bangalore,
T02553,U125,2022-07-15,Expense,Rent,12243.0,Bank Transfer,Bangalore,
T02554,U089,2022-07-15,Expense,Food,744.0,Card,Jaipur,
T02555,U133,2022-07-15,Expense,Food,1195.0,Bank Transfer,Ahmedabad,
T02556,U021,2022-07-15,Expense,Entertainment,7059.0,Card,Jaipur,
T02557,U045,2022-07-15,Expense,Traval,7748.0,Card,Bangalore,
T02558,U057,2022-08-15,Expense,Health,7801.0,UPI,Unknown,
T02559,U048,2022-08-15,Expense,Health,1204.0,Other,Lucknow,
T02560,U014,2022-09-15,Expense,Entertainment,1034.0,Bank Transfer,Ahmedabad,
T02561,U142,2022-10-15,Expense,Utilities,3520.0,Card,Pune,
T02562,U036,2022-10-15,Expense,Travel,3754.0,Cash,Pune,
T02563,U019,2022-10-15,Expense,Utilities,7236.0,Card,Jaipur,
T02564,U120,2022-10-15,Expense,Travel,1906.0,Other,Hyderabad,
T02565,U062,2022-10-15,Expense,Foodd,1131.0,Card,Pune,
T02566,U138,2022-10-15,Expense,Education,1087.0,Card,Ahmedabad,
T02567,U148,2022-11-15,Expense,Travel,330.0,UPI,Jaipur,
T02568,U033,2022-12-15,Expense,Utilities,4635.0,Card,Kolkata,
T02569,U101,2022-12-15,Expense,Rent,5894.0,Cash,Pune,
T02570,U149,2023-01-15,Expense,Travel,3053.0,Other,Delhi,
T02571,U091,2023-02-15,Expense,Travel,9939.0,Other,Hyderabad,
T02572,U097,2023-03-15,Expense,Rent,6246.0,Card,Kolkata,
T02573,U080,2023-03-15,Expense,Rent,5412.0,Bank Transfer,Pune,
T02574,U021,2023-04-15,Expense,Rent,3125.0,UPI,Hyderabad,
T02575,U103,2023-05-15,Expense,Travel,6900.0,Bank Transfer,Unknown,
T02576,U064,2023-05-15,Income,Bonus,17387.0,Other,Chennai,
T02577,U101,2023-06-15,Expense,Health,8757.0,Bank Transfer,Ahmedabad,
T02578,U114,2023-06-15,Expense,Travel,5147.0,Bank Transfer,Kolkata,
T02579,U104,2023-06-15,Expense,Traval,1640.0,UPI,Kolkata,
T02580,U090,2023-07-15,Expense,Foodd,2004.0,Card,Mumbai,
T02581,U109,2023-07-15,Expense,Travel,9659.0,Other,Lucknow,
T02582,U117,2023-07-15,Expense,Rent,12318.0,Bank Transfer,Hyderabad,
T02583,U078,2023-07-15,Expense,Rent,49284.0,Other,Pune,
T02584,U059,2023-07-15,Expense,Education,9769.0,UPI,Bangalore,
T02585,U004,2023-08-15,Expense,Food,4435.0,UPI,Unknown,
T02586,U100,2023-09-15,Income,Salary,55883.0,Other,Mumbai,
T02587,U062,2023-10-15,Expense,Travel,9035.0,Bank Transfer,Unknown,
T02588,U055,2023-11-15,Expense,Travel,3367.0,UPI,Delhi,
T02589,U133,2023-11-15,Expense,Education,7123.0,Cash,Pune,
T02590,U018,2023-12-15,Expense,Travel,3873.0,Card,Unknown,
T02591,U141,2023-12-15,Expense,Rent,16289.0,Card,Delhi,
T02592,U078,2024-01-15,Expense,Food,1000.0,Cash,Jaipur,
T02593,U110,2024-01-15,Expense,Health,714.0,Card,Bangalore,
T02594,U007,2024-02-15,Income,Bonus,75823.0,UPI,Bangalore,
T02595,U079,2024-04-15,Income,Bonus,17616.0,Cash,Delhi,
T02596,U118,2024-04-15,Expense,Travel,840.0,UPI,Chennai,
T02597,U095,2024-04-15,Expense,Food,4897.0,Other,Chennai,
T02598,U117,2024-05-15,Expense,Food,6149.0,Cash,Pune,
T02599,U114,2024-05-15,Expense,Rent,41993.0,Cash,Ahmedabad,
T02600,U045,2024-06-15,Expense,Education,5540.0,Card,Ahmedabad,
T02601,U145,2024-06-15,Expense,Food,2238.0,UPI,Delhi,
T02602,U104,2024-07-15,Income,Others,13374.0,Other,Ahmedabad,
T02603,U106,2024-07-15,Expense,Rent,1669.0,Cash,Unknown,
T02604,U075,2024-07-15,Expense,Foodd,4277.0,Card,Pune,
T02605,U057,2024-08-15,Expense,Entertainment,3843.0,Cash,Kolkata,
T02606,U030,2024-10-15,Income,Salary,30607.0,Card,Jaipur,
T02607,U139,2024-11-15,Income,Other,64347.0,Card,Bangalore,
T02608,U132,2024-11-15,Expense,Food,2461.0,Card,Unknown,
T02609,U071,2024-12-15,Income,Bonus,50145.0,Other,Lucknow,
T02610,U053,2024-12-15,Expense,Entrtnmnt,3740.0,Card,Ahmedabad,
T02611,U039,2024-12-15,Expense,Education,2747.0,UPI,Bangalore,
T02612,U027,2021-01-15,Expense,Foodd,201.0,Card,Ahmedabad,
T02613,U101,2021-02-15,Expense,Entrtnmnt,5081.0,UPI,Pune,
T02614,U107,2021-03-15,Income,Others,25390.0,UPI,Ahmedabad,
T02615,U065,2021-03-15,Expense,Entertainment,666.0,Cash,Delhi,
T02616,U032,2021-03-15,Expense,Food,4266.0,UPI,Pune,
T02617,U031,2021-04-15,Expense,Food,2817.0,Card,Delhi,
T02618,U148,2021-04-15,Income,Investment,48926.0,Card,Delhi,
T02619,U006,2021-05-15,Expense,Rent,29086.0,Cash,Lucknow,
T02620,U011,2021-05-15,Income,Bonus,35215.0,Card,Bangalore,
T02621,U120,2021-06-15,Expense,Utilities,9762.0,Bank Transfer,Delhi,
T02622,U125,2021-06-15,Expense,Rent,5593.0,Card,Lucknow,
T02623,U043,2021-06-15,Expense,Saving,2217.0,UPI,Unknown,
T02624,U027,2021-07-15,Expense,Traval,7846.0,Card,Mumbai,
T02625,U006,2021-07-15,Expense,Travel,3895.0,Bank Transfer,Pune,
T02626,U110,2021-08-15,Expense,Savings,8504.0,Bank Transfer,Hyderabad,
T02627,U088,2021-08-15,Income,Freelance,22976.0,Card,Kolkata,
T02628,U114,2021-09-15,Expense,Rent,1336.0,Card,Unknown,
T02629,U027,2021-09-15,Expense,Entertainment,1691.0,Bank Transfer,Kolkata,
T02630,U049,2021-09-15,Expense,Entertainment,7245.0,Cash,Mumbai,
T02631,U014,2021-10-15,Expense,Education,4213.0,Card,Bangalore,
T02632,U099,2021-10-15,Expense,Rent,9902.0,Other,Hyderabad,
T02633,U048,2021-10-15,Expense,Entrtnmnt,295.0,Card,Kolkata,
T02634,U037,2021-10-15,Income,Others,78388.0,Bank Transfer,Ahmedabad,
T02635,U006,2021-11-15,Expense,Entertainment,840.0,Cash,Kolkata,
T02636,U094,2021-11-15,Expense,Food,5967.0,Other,Unknown,
T02637,U083,2021-11-15,Expense,Foodd,1618.0,UPI,Ahmedabad,
T02638,U061,2022-01-15,Expense,Utilities,9440.0,Card,Hyderabad,
T02639,U126,2022-01-15,Expense,Travel,7839.0,Card,Bangalore,
T02640,U143,2022-02-15,Expense,Other,4612.0,Card,Ahmedabad,
T02641,U065,2022-04-15,Expense,Travel,1226.0,UPI,Delhi,
T02642,U027,2022-05-15,Expense,Food,753.0,Cash,Pune,
T02643,U120,2022-06-15,Income,Others,75978.0,Other,Delhi,
T02644,U122,2022-07-15,Expense,Utilities,7006.0,Card,Unknown,
T02645,U041,2022-08-15,Income,Investment,79300.0,Bank Transfer,Mumbai,
T02646,U040,2022-11-15,Expense,Education,5642.0,Card,Bangalore,
T02647,U109,2022-11-15,Expense,Traval,1150.0,Cash,Kolkata,
T02648,U075,2022-12-15,Expense,Entertainment,3661.0,Card,Pune,
T02649,U101,2023-01-15,Expense,Entertainment,8687.0,Cash,Hyderabad,
T02650,U050,2023-01-15,Expense,Food,3515.0,Cash,Ahmedabad,
T02651,U099,2023-02-15,Expense,Utilities,7080.0,Other,Kolkata,
T02652,U127,2023-02-15,Expense,Education,3065.0,Card,Bangalore,
T02653,U096,2023-03-15,Income,Freelance,679408.0,UPI,Bangalore,
T02654,U010,2023-05-15,Expense,Others,1535.0,UPI,Hyderabad,
T02655,U027,2023-06-15,Expense,Utilities,1831.0,Bank Transfer,Ahmedabad,
T02656,U045,2023-06-15,Expense,Rent,39845.0,Cash,Delhi,
T02657,U043,2023-07-15,Expense,Health,6678.0,UPI,Chennai,
T02658,U023,2023-09-15,Expense,Utilities,8297.0,Bank Transfer,Chennai,
T02659,U148,2023-09-15,Expense,Utilities,1257.0,Other,Kolkata,
T02660,U028,2023-09-15,Expense,Food,3383.0,Cash,Bangalore,
T02661,U030,2023-10-15,Expense,Entrtnmnt,2796.0,Bank Transfer,Kolkata,
T02662,U101,2023-10-15,Expense,Education,9385.0,Card,Hyderabad,
T02663,U003,2023-10-15,Expense,Entrtnmnt,1174.0,UPI,Ahmedabad,
T02664,U085,2023-11-15,Income,Freelance,15051.0,UPI,Lucknow,
T02665,U049,2023-12-15,Expense,Health,6777.0,Cash,Ahmedabad,
T02666,U100,2023-12-15,Expense,Rent,6403.0,Bank Transfer,Kolkata,
T02667,U104,2024-01-15,Income,Others,16900.0,Cash,Kolkata,
T02668,U013,2024-02-15,Expense,Education,4369.0,UPI,Delhi,
T02669,U038,2024-03-15,Income,Bonus,11928.0,UPI,Bangalore,
T02670,U090,2024-03-15,Expense,Savings,3552.0,Cash,Lucknow,
T02671,U110,2024-03-15,Expense,Savings,1000.0,Other,Pune,
T02672,U016,2024-03-15,Expense,Food,5874.0,Other,Pune,
T02673,U129,2024-04-15,Expense,Food,140.0,Card,Bangalore,
T02674,U067,2024-05-15,Expense,Food,838.0,Cash,Ahmedabad,
T02675,U144,2024-06-15,Income,Bonus,67143.0,Bank Transfer,Pune,
T02676,U054,2024-06-15,Expense,Rent,7486.0,Card,Chennai,
T02677,U130,2024-07-15,Expense,Traval,9427.0,Card,Unknown,
T02678,U093,2024-07-15,Expense,Travel,4091.0,Other,Pune,
T02679,U091,2024-07-15,Expense,Entertainment,9635.0,Other,Bangalore,
T02680,U059,2024-07-15,Expense,Other,3990.0,Other,Hyderabad,
T02681,U144,2024-07-15,Expense,Education,7448.0,Card,Mumbai,
T02682,U047,2024-08-15,Income,Salary,63677.0,Bank Transfer,Lucknow,
T02683,U023,2024-08-15,Expense,Food,8167.0,Cash,Bangalore,
T02684,U015,2024-09-15,Income,Bonus,69588.0,Cash,Delhi,
T02685,U098,2024-10-15,Expense,Food,4973.0,UPI,Delhi,
T02686,U130,2024-10-15,Expense,Other,6879.0,Cash,Lucknow,
T02687,U110,2024-11-15,Expense,Travel,9148.0,Cash,Unknown,
T02688,U070,2024-11-15,Expense,Food,7126.0,Card,Pune,
T02689,U071,2024-11-15,Expense,Education,5977.0,Cash,Pune,
T02690,U028,2024-12-15,Expense,Travel,1836.0,Card,Bangalore,
T02691,U141,2021-01-15,Expense,Rent,7973.0,Cash,Mumbai,
T02692,U065,2021-02-15,Expense,Entrtnmnt,9649.0,Bank Transfer,Hyderabad,
T02693,U040,2021-02-15,Expense,Entrtnmnt,8085.0,Cash,Jaipur,
T02694,U080,2021-03-15,Income,Investment,68757.0,Bank Transfer,Chennai,
T02695,U093,2021-03-15,Expense,Rent,2358.0,Cash,Unknown,
T02696,U105,2021-04-15,Expense,Foodd,2900.0,Card,Delhi,
T02697,U050,2021-06-15,Expense,Health,3437.0,Bank Transfer,Delhi,
T02698,U053,2021-06-15,Income,Freelance,37108.0,Card,Unknown,
T02699,U028,2021-07-15,Expense,Travel,5048.0,Cash,Kolkata,
T02700,U012,2021-07-15,Expense,Rent,36727.0,Card,Delhi,
T02701,U007,2021-08-15,Expense,Travel,9995.0,Other,Ahmedabad,
T02702,U046,2021-08-15,Expense,Travel,9659.0,Card,Ahmedabad,
T02703,U038,2021-08-15,Expense,Food,8345.0,Bank Transfer,Delhi,
T02704,U015,2021-09-15,Expense,Entertainment,4446.0,Card,Kolkata,
T02705,U138,2021-09-15,Expense,Saving,997.0,Bank Transfer,Chennai,
T02706,U137,2021-10-15,Expense,Utilities,5852.0,UPI,Ahmedabad,
T02707,U085,2021-10-15,Expense,Foodd,4303.0,UPI,Pune,
T02708,U044,2021-10-15,Expense,Rent,4716.0,Cash,Pune,
T02709,U113,2021-11-15,Expense,Health,9036.0,UPI,Bangalore,
T02710,U072,2021-12-15,Expense,Health,2593.0,UPI,Jaipur,
T02711,U147,2022-01-15,Expense,Travel,1893.0,Card,Kolkata,
T02712,U118,2022-01-15,Income,Salary,41288.0,UPI,Kolkata,
T02713,U131,2022-02-15,Income,Other,44077.0,UPI,Bangalore,
T02714,U069,2022-02-15,Expense,Rent,23178.0,Card,Delhi,
T02715,U141,2022-03-15,Expense,Education,9114.0,UPI,Pune,
T02716,U134,2022-03-15,Expense,Rent,6671.0,UPI,Delhi,
T02717,U088,2022-03-15,Expense,Food,515.0,Cash,Jaipur,
T02718,U005,2022-04-15,Expense,Utilities,9389.0,Cash,Ahmedabad,
T02719,U008,2022-04-15,Expense,Entertainment,5707.0,Other,Pune,
T02720,U019,2022-04-15,Expense,Utilities,6914.0,Card,Kolkata,
T02721,U028,2022-05-15,Expense,Utilities,8883.0,UPI,Delhi,
T02722,U141,2022-05-15,Expense,Travel,9496.0,UPI,Pune,
T02723,U119,2022-06-15,Expense,Rent,49634.0,Card,Kolkata,
T02724,U112,2022-07-15,Expense,Food,3437.0,UPI,Delhi,
T02725,U077,2022-09-15,Expense,Rent,16079.0,Cash,Bangalore,
T02726,U126,2022-09-15,Expense,Food,1092.0,Card,Pune,
T02727,U017,2022-10-15,Expense,Rent,13684.0,Cash,Lucknow,
T02728,U024,2022-10-15,Expense,Rent,38710.0,Cash,Ahmedabad,
T02729,U015,2022-10-15,Expense,Travel,6895.0,Cash,Kolkata,
T02730,U099,2022-11-15,Expense,Utilities,733.0,UPI,Lucknow,
T02731,U026,2022-11-15,Expense,Entertainment,7889.0,Card,Hyderabad,
T02732,U010,2022-12-15,Expense,Rent,32595.0,UPI,Delhi,
T02733,U146,2022-12-15,Income,Salary,71355.0,Card,Hyderabad,
T02734,U076,2023-02-15,Expense,Entertainment,4691.0,Card,Jaipur,
T02735,U083,2023-02-15,Income,Freelance,63775.0,Card,Lucknow,
T02736,U126,2023-02-15,Expense,Others,1353.0,Bank Transfer,Unknown,
T02737,U039,2023-02-15,Expense,Rent,45912.0,UPI,Kolkata,
T02738,U140,2023-03-15,Expense,Food,3445.0,UPI,Delhi,
T02739,U101,2023-04-15,Expense,Savings,3121.0,UPI,Chennai,
T02740,U036,2023-05-15,Expense,Traval,741.0,Cash,Chennai,
T02741,U108,2023-06-15,Expense,Food,3272.0,Bank Transfer,Delhi,
T02742,U135,2023-07-15,Expense,Food,1969.0,Card,Jaipur,
T02743,U138,2023-07-15,Income,Others,20644.0,Card,Jaipur,
T02744,U035,2023-07-15,Income,Others,19148.0,Cash,Delhi,
T02745,U044,2023-08-15,Expense,Rent,2986.0,UPI,Unknown,
T02746,U026,2023-09-15,Expense,Food,3064.0,Card,Hyderabad,
T02747,U057,2023-09-15,Expense,Travel,1936.0,Cash,Lucknow,
T02748,U105,2023-09-15,Expense,Foodd,4035.0,UPI,Lucknow,
T02749,U077,2023-10-15,Expense,Rent,14737.0,Card,Ahmedabad,
T02750,U041,2023-11-15,Expense,Rent,6653.0,Other,Mumbai,
T02751,U096,2023-11-15,Expense,Education,5715.0,Cash,Pune,
T02752,U129,2023-12-15,Expense,Others,4336.0,Cash,Unknown,
